ID,prediction
204,0.35691637
205,0.55546135
206,0.27685857
207,0.43687263
208,-0.26563296
209,0.2822351
210,0.16161375
211,0.38349655
212,0.11289493
213,0.16409768
214,0.5660771
215,-0.01263329
216,-0.23002915
217,0.18537253
218,0.34552965
219,0.0724053
220,0.2769121
221,0.23380013
222,0.068380475
223,0.2815924
224,0.51018864
225,0.33901116
226,0.34300798
227,0.07380772
228,0.17252128
229,0.223191
230,0.3175267
231,0.12382108
232,0.25850397
233,0.32165995
234,0.5460812
235,0.5947755
236,0.70038617
237,0.4056359
238,0.27751628
239,0.1785383
240,-0.06888132
241,0.36484542
242,0.34218794
243,0.17423064
244,0.38536042
245,-0.032474745
246,0.34603882
247,0.16746762
248,0.5917326
249,0.3666418
250,-1.268626
251,-0.1288633
252,0.57021284
253,0.41467214
254,-0.06321123
255,0.22853167
256,0.392464
257,0.26198298
258,0.010622062
259,0.25646886
260,0.20424344
261,0.046194337
262,-0.025190316
263,0.19824895
264,1.1735996
265,0.33646393
266,0.15988596
267,-0.21264435
268,0.62257856
269,0.7146879
270,0.22741166
271,0.54415214
272,0.26203918
273,0.5243849
274,-0.342411
275,0.014117454
276,0.5774024
277,0.44738033
278,0.146004
279,0.1792599
280,0.22100951
281,0.23355868
282,0.44745278
283,-0.19645546
284,0.8189625
285,-0.027603254
286,0.2964338
287,-0.022592518
288,0.41584584
289,0.29196918
290,0.65110564
291,0.49552798
292,0.34269768
293,0.24905203
294,0.37256476
295,0.2654124
296,0.6071836
297,0.003920883
298,0.04365167
299,0.14128128
300,0.37035295
301,0.35871926
302,0.22087142
303,0.3628244
304,0.065743916
305,0.411545
306,0.029035866
307,0.422472
308,1.4485819
309,0.029341577
310,1.0957946
311,-0.23005603
312,0.20295003
313,0.49980694
314,-0.12479197
315,-0.011842679
316,0.42907715
317,-0.43920323
318,0.3561491
319,0.19171506
320,0.29534099
321,0.32165086
322,0.20103845
323,-0.06902671
324,0.3039442
325,1.0988091
326,-0.46896297
327,0.00820601
328,0.41500005
329,0.25646806
330,0.26165813
331,0.57729495
332,0.15559694
333,0.43362153
334,-0.21771295
335,0.19105631
336,0.25918183
337,0.31166908
338,-0.309432
339,0.18461779
340,1.0073733
341,0.2981562
342,0.1664579
343,0.68154615
344,0.109177954
345,-0.04226434
346,0.15303887
347,0.73579055
348,0.15182275
349,0.27626535
350,0.38593963
351,0.19712044
352,0.24157572
353,-0.043891583
354,0.52193
355,0.2192066
356,0.23930068
357,0.078538105
358,0.37999895
359,0.39590085
360,-1.0247496
361,-0.0128685115
362,0.17201613
363,0.48121148
364,0.6432239
365,0.1557861
366,-0.21686012
367,0.77156645
368,-0.015705375
369,0.13405754
370,0.19276838
371,0.33493128
372,0.36731175
373,0.6147964
374,0.18612821
375,0.32766888
376,0.03811672
377,0.30020362
378,0.40017027
379,0.27221695
380,0.3942813
381,-0.02004605
382,0.68777585
383,-0.12718995
384,0.09853148
385,0.0068881763
386,0.7546769
387,0.49409428
388,0.5432857
389,0.046047077
390,0.39445204
391,-0.17733656
392,-0.10478384
393,0.16804521
394,0.19916834
395,0.17524004
396,0.35910463
397,0.21075706
398,0.39890304
399,0.12572786
400,-0.11037337
401,0.44139743
402,0.25489026
403,0.61735845
404,0.06828853
405,0.20960675
406,0.25910538
407,0.2892934
408,0.78816473
409,0.6391403
410,0.30079642
411,-0.34497222
412,-0.44808528
413,0.08652299
414,0.07166682
415,0.05206993
416,0.37278074
417,-0.37980807
418,0.7925791
419,0.16953051
420,0.24566911
421,0.90909785
422,0.19573909
423,0.4321577
424,1.131546
425,0.17148803
426,0.7685661
427,-0.11623975
428,0.5046432
429,-0.07843534
430,-0.2091042
431,0.3265376
432,0.6013716
433,0.31477687
434,0.37568432
435,-0.007042122
436,0.3851311
437,0.4862843
438,0.5425812
439,0.061039574
440,0.27192384
441,0.3555011
442,-0.03156227
443,0.5557456
444,0.3885667
445,1.1898326
446,-0.016351195
447,-0.06764724
448,0.6056031
449,0.17290261
450,0.7381782
451,0.40979028
452,0.3296302
453,-0.15202731
454,-0.11932169
455,0.51395214
456,0.21546972
457,0.033065237
458,0.55121154
459,0.12653056
460,0.043363243
461,0.1655054
462,0.31063297
463,0.012474657
464,0.01704041
465,1.2824315
466,0.5119403
467,0.34017438
468,0.01880819
469,-0.05015015
470,0.12585168
471,0.14376748
472,0.27569073
473,0.23271538
474,-0.016717788
475,-0.15916131
476,1.2393886
477,0.2892658
478,0.029124258
479,-0.004087348
480,0.04049112
481,0.21763965
482,0.30985907
483,0.21683306
484,0.4910615
485,0.1602124
486,0.28375256
487,0.108706914
488,0.17077632
489,0.5571314
490,0.9340969
491,0.09006355
492,0.4828333
493,0.24271744
494,0.21816975
495,-0.046506293
496,0.17938812
497,-0.13641839
498,0.80057794
499,0.13141236
500,0.27428403
501,0.7480512
502,-0.28953227
503,0.29532832
504,1.1254016
505,0.23048899
506,-0.30514345
507,0.18018138
508,-0.5377415
509,0.49291456
510,0.24072604
511,0.4578659
512,0.06483904
513,0.20278144
514,0.28237006
515,0.30596128
516,0.91564816
517,0.33661363
518,-0.41228792
519,0.06863597
520,0.25059873
521,-0.52402085
522,0.7461568
523,0.05470336
524,0.40825424
525,0.45510274
526,0.2308538
527,0.311574
528,0.99115676
529,0.1566478
530,0.32234234
531,0.0025454818
532,0.26425081
533,-0.030880883
534,0.38968357
535,0.27277148
536,0.20949809
537,0.24625327
538,0.29921094
539,0.13779753
540,0.2944129
541,-0.19195126
542,0.52904135
543,0.36020878
544,0.8147554
545,0.27890107
546,-0.2689186
547,-0.16130356
548,-0.77435064
549,0.13256747
550,0.23824793
551,0.21081369
552,-0.08593054
553,0.025493916
554,0.7025825
555,-0.021209773
556,-0.07641096
557,0.13566318
558,0.121639535
559,0.016503733
560,0.03859132
561,0.13507617
562,-0.124910474
563,0.27347177
564,1.2501367
565,0.58086926
566,-0.15130687
567,-0.022789378
568,0.22581032
569,0.017091747
570,0.38033897
571,-0.2747953
572,0.5852056
573,0.2792511
574,-3.2720137
575,-0.088379726
576,0.4696306
577,0.21992393
578,0.2003741
579,0.39525956
580,-0.32410476
581,0.44286734
582,0.3889009
583,0.22872207
584,0.33898547
585,0.3752165
586,0.60104954
587,0.34047768
588,0.17577419
589,0.5232082
590,0.5475194
591,0.2512865
592,0.18737257
593,0.321335
594,0.30272245
595,-0.0016266835
596,0.14695999
597,0.10159025
598,0.36638862
599,0.5242233
600,-0.1734021
601,0.2963442
602,1.8432593
603,0.17230658
604,0.062969245
605,0.36037272
606,0.060347736
607,0.034505315
608,0.20603468
609,0.21955745
610,0.41839802
611,-0.32601604
612,0.54602605
613,-0.14355488
614,0.21911104
615,-0.03433274
616,0.10244488
617,0.1427752
618,0.043844976
619,0.39480695
620,0.4056748
621,-0.0028854508
622,0.4519069
623,-0.010849382
624,0.036024716
625,0.42667514
626,0.14117795
627,-0.019185636
628,-0.351734
629,0.66595876
630,0.45912135
631,0.10292102
632,1.5256366
633,0.44687575
634,-0.0016908096
635,0.22228973
636,0.48330575
637,0.41220525
638,0.20715868
639,0.60282546
640,0.17682646
641,-0.19719206
642,-0.14837174
643,0.34849757
644,0.17480311
645,-0.11134793
646,-0.14679271
647,0.32971558
648,0.46637383
649,0.47761396
650,0.3436717
651,0.3716482
652,0.28285044
653,0.40789858
654,-0.009443865
655,0.5342475
656,-0.015453402
657,0.48822924
658,0.09319975
659,0.08076321
660,-0.15298665
661,-0.39788315
662,0.7189226
663,0.47201973
664,-0.035289273
665,0.6212139
666,-0.1392455
667,0.35896036
668,0.23316447
669,0.84474576
670,0.49777067
671,0.12761545
672,-0.01920985
673,0.4564055
674,0.058823515
675,-0.088220365
676,-0.39999634
677,0.45677483
678,-3.4781585
679,0.080070235
680,-0.01026126
681,-0.32496926
682,1.1483526
683,-0.014820417
684,0.08507415
685,0.09454653
686,-0.26464307
687,0.26487046
688,0.23361222
689,0.39506236
690,0.074252374
691,-0.0021247342
692,-3.400619
693,0.30738264
694,0.84477293
695,0.33995122
696,0.2683071
697,0.012389243
698,-0.16896412
699,0.39191636
700,0.34816778
701,0.106192924
702,0.5335251
703,0.06356193
704,0.22608422
705,0.2225233
706,0.23085956
707,0.32407647
708,-0.28234243
709,0.90277517
710,0.5338783
711,0.7251956
712,0.27323148
713,0.11483263
714,0.42427728
715,-0.017418755
716,0.44576693
717,0.33732462
718,0.12612595
719,0.27430773
720,0.16469097
721,0.5670014
722,0.3763584
723,0.13722265
724,-0.14827988
725,-0.082147054
726,-0.9081246
727,0.08506022
728,0.027578775
729,0.38343784
730,0.20687295
731,0.02136318
732,0.2743932
733,0.12125398
734,0.57740366
735,0.028815472
736,0.096962266
737,-0.3894344
738,-0.30589613
739,0.34482786
740,-0.38411757
741,0.20047402
742,0.3366888
743,0.021468405
744,0.055214655
745,0.073002696
746,0.30387735
747,0.33382386
748,0.30975908
749,-0.2303006
750,0.5505747
751,0.8963588
752,0.30978918
753,0.48326033
754,0.10682716
755,-0.107794285
756,0.10526606
757,1.1784533
758,0.11765693
759,-0.2800041
760,0.4381789
761,0.1354415
762,0.4325754
763,-0.27437207
764,0.47332364
765,0.20714994
766,0.29928455
767,0.09329053
768,0.22822866
769,0.4648996
770,-0.116782054
771,0.30554676
772,0.09868999
773,0.03648683
774,0.2973778
775,0.024821468
776,0.26176912
777,0.269314
778,-0.1533941
779,0.24814975
780,0.10610966
781,0.277245
782,-0.028200021
783,1.3818924
784,0.11509735
785,0.32081315
786,0.44361556
787,0.30149877
788,0.60838294
789,0.23511286
790,-0.079923026
791,0.010466524
792,0.13620363
793,0.33655658
794,-0.023087915
795,0.5910939
796,-0.26343822
797,0.6422203
798,-0.012716209
799,0.008210454
800,0.019353125
801,-0.52717185
802,0.14186746
803,0.71024656
804,-0.3685829
805,0.33895355
806,0.3339313
807,0.3234266
808,-0.13329251
809,0.6654634
810,0.21006429
811,0.061335765
812,0.2813965
813,0.037435267
814,-0.37674218
815,-0.2841602
816,0.3510941
817,-0.07104983
818,0.26073605
819,0.18901512
820,-0.036901906
821,0.28074515
822,0.12778571
823,0.370557
824,-0.15066418
825,0.23598616
826,0.28091508
827,-0.25887704
828,0.20513727
829,0.2662341
830,0.52040905
831,-0.31755963
832,0.35729915
833,0.12321915
834,0.13686639
835,0.33664578
836,0.49039873
837,0.45363778
838,0.3517063
839,0.20379636
840,0.24335626
841,0.45253396
842,0.31686288
843,0.1949931
844,0.35930008
845,0.73689777
846,0.617721
847,0.023171479
848,0.6915986
849,0.28816298
850,0.055406753
851,0.3183242
852,0.17425308
853,-0.18469056
854,0.28676072
855,0.34195298
856,-0.19268216
857,0.2962655
858,-0.46039432
859,0.2961293
860,0.004110284
861,0.13583364
862,0.15988567
863,0.51350564
864,-0.07403125
865,0.8899539
866,-0.38635635
867,-0.51901555
868,0.30307418
869,0.09363937
870,0.18434173
871,0.33214006
872,0.4205683
873,0.27956414
874,0.15294345
875,0.53925616
876,0.3548526
877,0.3025661
878,0.25637108
879,0.34872162
880,0.3989944
881,0.17360468
882,-0.41038823
883,-0.13871948
884,0.3311213
885,0.3862125
886,-0.23375757
887,0.59270555
888,0.2706679
889,-0.3759177
890,-0.1682014
891,0.6515929
892,-0.07753557
893,0.40805474
894,-0.1383062
895,0.14872299
896,0.17489828
897,0.62976605
898,0.5811569
899,0.1860612
900,0.3152266
901,0.12303763
902,0.16924
903,-0.20600997
904,0.1959195
905,0.5047473
906,0.31408328
907,0.48260006
908,-3.5804057
909,0.5365896
910,0.31351805
911,0.10424478
912,0.51904535
913,-0.055540245
914,0.03836084
915,0.11961497
916,0.079864524
917,0.26871124
918,0.5270199
919,0.23851433
920,0.19378467
921,0.7309579
922,-0.36861587
923,0.90920174
924,0.17745414
925,0.43960607
926,0.12456608
927,0.66807276
928,0.41307732
929,-0.04819827
930,0.25715125
931,0.21679536
932,0.20678538
933,0.60586685
934,-0.32001424
935,-0.36319456
936,-0.2700083
937,0.25718182
938,0.24874431
939,0.07364729
940,0.2636631
941,0.7655448
942,0.13973619
943,0.24026597
944,0.21481137
945,0.231804
946,-0.12914988
947,0.22693634
948,-0.1263485
949,0.16991723
950,-0.4101191
951,0.5801264
952,0.0053763147
953,0.24624562
954,0.33446446
955,0.27207127
956,0.068467416
957,-0.1603208
958,0.08936506
959,0.2570018
960,0.4113838
961,0.37139267
962,0.3518785
963,0.19311613
964,1.6899853
965,0.5783181
966,0.22922081
967,0.36469373
968,0.2878204
969,0.14304662
970,0.19069038
971,0.7156457
972,0.5862593
973,-0.3228071
974,-0.08936646
975,0.23718475
976,0.03851379
977,0.36961874
978,-0.04584187
979,0.2919931
980,-0.02660914
981,0.22148098
982,0.24075621
983,0.32894415
984,0.12264378
985,0.032308057
986,-0.055271316
987,0.3755822
988,0.3678599
989,0.8169853
990,0.22807653
991,0.75468147
992,-0.13196526
993,-0.38631603
994,0.22098903
995,0.410295
996,0.22130936
997,0.13918632
998,0.12006773
999,0.13161343
1000,0.3137377
1001,-0.006036223
1002,0.023864519
1003,0.27747017
1004,0.33879524
1005,-0.025282376
1006,0.71153
1007,0.4028482
1008,0.14434467
1009,0.33556628
1010,0.12391081
1011,0.23601179
1012,-0.015707415
1013,0.7744961
1014,0.035991494
1015,0.17816764
1016,0.29993865
1017,0.58019453
1018,0.18196532
1019,0.12558363
1020,0.33269855
1021,0.47778106
1022,0.12179573
1023,0.04477477
1024,0.5290767
1025,0.43663895
1026,0.11905943
1027,-0.07741395
1028,0.6223565
1029,0.20276432
1030,0.19356154
1031,0.27505648
1032,0.12863916
1033,0.06648074
1034,0.21449631
1035,0.08994602
1036,0.09161946
1037,0.29317424
1038,0.30816233
1039,0.22725618
1040,-0.29722357
1041,0.13584933
1042,0.44875383
1043,0.17451498
1044,-0.09713191
1045,-0.15451449
1046,0.62122005
1047,0.054332975
1048,0.41048932
1049,0.056032553
1050,0.21233456
1051,0.22122002
1052,0.16505814
1053,0.11726539
1054,-0.0060177464
1055,0.34916165
1056,0.3880519
1057,0.039838437
1058,0.02336565
1059,0.40325668
1060,0.6855242
1061,0.042882077
1062,0.19884335
1063,0.3317275
1064,0.6443833
1065,0.5132692
1066,0.31694627
1067,0.32309565
1068,0.18115243
1069,0.23248017
1070,0.5688776
1071,0.18487595
1072,0.66488194
1073,0.32056537
1074,0.13275468
1075,0.6248546
1076,0.49340102
1077,0.57617116
1078,0.2523173
1079,0.090834334
1080,0.16397128
1081,0.31871727
1082,-0.3276052
1083,-0.23321243
1084,-0.09134318
1085,0.30546734
1086,0.035814125
1087,0.6585779
1088,0.8209151
1089,0.17478551
1090,0.08825604
1091,0.20235465
1092,0.21522479
1093,0.24725313
1094,0.21372998
1095,0.9701688
1096,0.32241437
1097,0.012236006
1098,0.33682087
1099,0.4101421
1100,0.021558326
1101,0.23027286
1102,2.402108
1103,0.2905227
1104,0.3021342
1105,0.33202878
1106,0.1556348
1107,0.5432287
1108,-0.31489542
1109,0.82955486
1110,0.09163874
1111,0.17674074
1112,0.42688936
1113,0.7467546
1114,0.44816226
1115,0.20634805
1116,0.2908098
1117,0.11564958
1118,0.28792098
1119,0.21185896
1120,0.18140319
1121,0.055307973
1122,0.103048235
1123,0.47894084
1124,0.15405013
1125,0.30140904
1126,0.03164361
1127,-0.4669421
1128,-0.41090822
1129,0.5189723
1130,0.9496462
1131,0.30137545
1132,-0.12770356
1133,-0.11794111
1134,0.6475674
1135,0.36004484
1136,0.2688115
1137,0.17863077
1138,-0.049881168
1139,-0.42881083
1140,0.25574455
1141,0.106062025
1142,0.4689786
1143,-0.12066976
1144,0.21182252
1145,0.0044950745
1146,0.19999973
1147,0.24040774
1148,0.30445582
1149,0.10741192
1150,0.5923175
1151,0.3050689
1152,0.22366436
1153,-0.07997555
1154,-0.2853444
1155,-0.33141446
1156,0.071027584
1157,0.20294793
1158,1.2893987
1159,0.105466574
1160,0.547077
1161,0.017191188
1162,0.90115404
1163,-0.023965366
1164,0.28032807
1165,0.30246714
1166,-0.097949415
1167,0.7002195
1168,-0.1901664
1169,0.08786228
1170,0.43064275
1171,0.043644447
1172,0.21630631
1173,-0.16292258
1174,0.2596515
1175,1.2843833
1176,0.3001995
1177,0.43547186
1178,0.021656094
1179,0.66916895
1180,-0.020889072
1181,0.041173328
1182,0.10679018
1183,0.041011773
1184,0.9878612
1185,0.31988457
1186,0.4390425
1187,0.10124065
1188,-0.016170248
1189,0.18983229
1190,0.51125115
1191,-1.5209018
1192,0.28347513
1193,-0.3557538
1194,0.28706673
1195,0.4948211
1196,0.042457584
1197,0.542975
1198,0.1558735
1199,-0.0290173
1200,0.13484828
1201,0.69441557
1202,0.114450365
1203,0.30729672
1204,0.6923277
1205,0.3100087
1206,0.21164043
1207,0.46469212
1208,-0.056734283
1209,-0.52052563
1210,0.37478426
1211,0.2060007
1212,0.25142407
1213,0.124959394
1214,0.2979354
1215,0.43426874
1216,0.4879364
1217,-0.002068026
1218,0.12519963
1219,0.46662763
1220,-0.7598644
1221,0.5177684
1222,-0.95189476
1223,-0.05057499
1224,0.0010485929
1225,0.14918604
1226,0.23329177
1227,0.2119579
1228,0.0574781
1229,0.2881299
1230,0.33953694
1231,0.13161473
1232,0.46578622
1233,-0.15079564
1234,-0.2570512
1235,0.24229942
1236,0.24422768
1237,0.1503896
1238,0.3077787
1239,0.073717885
1240,-0.43857473
1241,0.10171578
1242,0.77241784
1243,0.29551578
1244,0.07287463
1245,0.62925494
1246,0.06901219
1247,0.033885412
1248,0.16239856
1249,0.3956676
1250,0.06739144
1251,0.19244845
1252,0.30171576
1253,0.044686355
1254,0.16598484
1255,0.019813271
1256,0.5228098
1257,-0.05360348
1258,0.61218226
1259,0.36240855
1260,-0.095826946
1261,0.21424523
1262,0.3624581
1263,0.03938579
1264,0.43335858
1265,0.06317817
1266,0.61383104
1267,0.23452103
1268,0.34768057
1269,0.2163235
1270,0.36438653
1271,-0.07133241
1272,0.20111328
1273,0.15739113
1274,0.42162645
1275,0.17019574
1276,0.3193166
1277,0.47911918
1278,0.013934266
1279,0.1770315
1280,0.48944342
1281,0.17521787
1282,0.34171116
1283,0.058753163
1284,0.2047163
1285,0.4105686
1286,-0.5107075
1287,0.21726881
1288,0.1936454
1289,0.3480237
1290,-0.09425281
1291,-0.39850515
1292,-0.09855806
1293,-0.13171807
1294,0.11133811
1295,0.27658167
1296,-0.36570573
1297,0.021725915
1298,0.23049152
1299,0.42513552
1300,0.30973697
1301,0.09432814
1302,0.1322299
1303,0.23462088
1304,0.1319184
1305,0.08483438
1306,-1.9437968
1307,0.2421838
1308,0.41562945
1309,0.19537266
1310,0.08193451
1311,0.31695512
1312,0.084579736
1313,0.055985395
1314,0.14876933
1315,0.4186695
1316,-0.119710006
1317,-1.4021646
1318,0.1878327
1319,0.08153155
1320,0.2656679
1321,0.17522871
1322,-0.24065408
1323,0.049285486
1324,0.2358934
1325,0.4965913
1326,0.117041215
1327,0.2975052
1328,0.046907052
1329,0.23799354
1330,0.44826856
1331,0.022133676
1332,0.92871636
1333,0.11404401
1334,0.3257437
1335,0.10726453
1336,0.495181
1337,0.27904123
1338,0.18298464
1339,0.4563919
1340,0.7645849
1341,0.23786011
1342,0.69600326
1343,0.041285686
1344,0.1205726
1345,-0.30237252
1346,0.12933326
1347,0.41039258
1348,0.120772526
1349,0.84251136
1350,0.21951975
1351,0.4399052
1352,0.36366722
1353,0.3047423
1354,0.26931033
1355,0.28535777
1356,-0.22605705
1357,0.15920658
1358,0.19686481
1359,0.018002257
1360,0.08251552
1361,-0.2384592
1362,0.8074552
1363,0.28494304
1364,0.064206816
1365,-0.028688509
1366,0.038532723
1367,0.14967334
1368,0.18829954
1369,0.095077395
1370,0.055629704
1371,-0.12749952
1372,0.13730027
1373,0.8061015
1374,0.2286242
1375,0.06318209
1376,0.27823576
1377,0.31555092
1378,0.1587061
1379,-0.4365012
1380,0.2113646
1381,0.32388988
1382,0.370126
1383,-0.12609492
1384,-0.0062586023
1385,0.13909806
1386,0.3976734
1387,0.07284229
1388,0.004779316
1389,-0.10316957
1390,0.44806674
1391,0.32245812
1392,1.0883844
1393,-0.031660322
1394,0.290399
1395,-0.035570886
1396,0.032842696
1397,-0.42725247
1398,0.06753058
1399,-0.16522624
1400,0.16910064
1401,0.2890621
1402,0.3708241
1403,0.35813743
1404,0.28206292
1405,0.10283821
1406,0.95200396
1407,-0.24042834
1408,0.41804826
1409,0.29683307
1410,0.4475909
1411,0.37876028
1412,0.08924015
1413,0.20781732
1414,0.20223066
1415,0.34377864
1416,0.14014174
1417,0.14457473
1418,-0.010638692
1419,0.13382259
1420,0.7622215
1421,0.039873064
1422,-0.12362417
1423,0.32338378
1424,0.48996142
1425,1.0635666
1426,-0.40061307
1427,-0.12068881
1428,-0.38516155
1429,0.18987352
1430,0.23871407
1431,0.5193008
1432,0.34941432
1433,0.25400507
1434,0.22909953
1435,-0.05043268
1436,0.61867213
1437,0.43052453
1438,0.49586004
1439,-0.23244645
1440,0.31974548
1441,-0.08664456
1442,-0.09197809
1443,0.41471133
1444,0.37636644
1445,0.0747137
1446,0.52554876
1447,0.2085857
1448,0.22125085
1449,0.22111842
1450,0.28849187
1451,0.319065
1452,0.32143506
1453,0.5146092
1454,0.41170743
1455,0.30116132
1456,0.43687454
1457,0.29847464
1458,0.078601345
1459,0.40202236
1460,-0.15939662
1461,-0.22072862
1462,0.25031048
1463,-0.1365652
1464,0.27002895
1465,-0.06306989
1466,-0.08022229
1467,0.7187397
1468,0.27546823
1469,0.4212112
1470,0.1951603
1471,0.06664065
1472,0.28507575
1473,0.07181758
1474,0.2802096
1475,0.21199864
1476,0.26223698
1477,-0.16456084
1478,0.12510344
1479,0.23025839
1480,0.12773387
1481,0.09750941
1482,-0.17516913
1483,0.6672348
1484,0.29476193
1485,-0.15585111
1486,0.16298541
1487,0.1812855
1488,0.7172961
1489,0.27613568
1490,0.24956259
1491,0.82656
1492,-1.4013242
1493,0.16390374
1494,-0.05274117
1495,0.38919953
1496,0.22182481
1497,0.4156912
1498,0.35383293
1499,0.25985008
1500,0.124459624
1501,-0.088045105
1502,-0.03508521
1503,0.09787767
1504,-0.5759701
1505,0.2475037
1506,-0.07020959
1507,0.26475707
1508,-0.15942334
1509,0.29585728
1510,0.8293609
1511,0.3248201
1512,0.22548397
1513,-0.03346895
1514,0.34188065
1515,0.33994764
1516,0.3661677
1517,0.38104492
1518,0.016384792
1519,-0.39186236
1520,0.2941659
1521,0.037387278
1522,0.560751
1523,0.30869257
1524,0.33110565
1525,-0.023095246
1526,0.24598978
1527,0.868233
1528,0.35314906
1529,0.36994353
1530,0.23716019
1531,0.38384745
1532,0.20796716
1533,0.23245439
1534,0.21252786
1535,-0.18151724
1536,-0.47605613
1537,0.7005825
1538,0.56188595
1539,0.3229756
1540,0.36115608
1541,0.4490152
1542,0.2120662
1543,0.08932702
1544,0.13517733
1545,0.2719534
1546,0.41623008
1547,0.052139938
1548,-0.20023198
1549,-0.5098611
1550,0.4435027
1551,0.3388406
1552,0.7628196
1553,0.35593426
1554,-0.06403777
1555,0.12109557
1556,0.19201246
1557,0.27091765
1558,-0.0005560752
1559,0.031459086
1560,0.30684468
1561,-0.7338487
1562,0.407052
1563,-0.0076381145
1564,-0.2433211
1565,0.28480038
1566,0.09424438
1567,0.20746079
1568,0.49843064
1569,0.45202643
1570,-0.12584904
1571,0.32744443
1572,0.65347344
1573,0.07058592
1574,0.08050973
1575,0.41355523
1576,1.0259688
1577,-0.12103096
1578,0.3113784
1579,-0.232472
1580,0.3294231
1581,0.6732919
1582,0.17920668
1583,0.123817205
1584,0.41007107
1585,-0.6906326
1586,0.306788
1587,-0.15491755
1588,0.93635577
1589,0.72294027
1590,0.20058106
1591,0.36809087
1592,0.53012747
1593,0.21769123
1594,0.18811172
1595,0.11278771
1596,0.055821456
1597,0.48406094
1598,0.28342348
1599,0.10669953
1600,0.5412837
1601,0.718486
1602,0.14919691
1603,0.13630715
1604,0.2031216
1605,0.10375387
1606,0.3164256
1607,0.33429888
1608,0.6647859
1609,-0.1794927
1610,0.12009835
1611,0.10223719
1612,0.3108431
1613,0.25753748
1614,0.59167534
1615,-0.1432262
1616,0.68776846
1617,1.888647
1618,-0.20833336
1619,0.09334081
1620,0.08341541
1621,0.15236777
1622,0.25525832
1623,1.8089881
1624,-0.54648715
1625,0.019953903
1626,-0.4215884
1627,0.017329521
1628,-0.1835982
1629,-0.108585544
1630,0.33545178
1631,0.31735945
1632,0.0669378
